utterance_id	From	To	File	Id	String id	Year of birth	Sex	Education	Place of birth	Place of living	Left Context	DMatch	Right Context
116	473280	477787	2019_zhanvil_pds1932_4_2		pds1932	1932	f	4 класса	Шипы	Жанвиль	тогда (тады), ну тогда (тады) её, как (як) уже (ужо) всё, тогда (тады) выльете (	выльюсте	).
158	711347	712763	2019_zhanvil_pds1932_4_2		pds1932	1932	f	4 класса	Шипы	Жанвиль	Ну где (иде) на	перекрёстке	.
359	251376	254208	2019_zhanvil_pds1932_4_1		pds1932	1932	f	4 класса	Шипы	Жанвиль	тебя дети там (тама), в	сундуке	(сундуку) там таблетки,
364	269888	273406	2019_zhanvil_pds1932_4_1		pds1932	1932	f	4 класса	Шипы	Жанвиль	Ну она (ина) сказала, что, Анька, прибери там таблетка в	сундуке	(сундуку).
438	586661	589836	2019_zhanvil_pds1932_4_1		pds1932	1932	f	4 класса	Шипы	Жанвиль	ну,	заде	=, ну белым застилали.
492	835850	837430	2019_zhanvil_pds1932_4_1		pds1932	1932	f	4 класса	Шипы	Жанвиль	Ну женщина ж в	платке	.
526	967457	971474	2019_zhanvil_pds1932_4_1		pds1932	1932	f	4 класса	Шипы	Жанвиль	Узорами ткали его дык, какие - то (	якие	- то) кубики и всё.
580	40721	44195	2019_stajki_nnm1955_1		nnm1955	1955	f	техникум	Микшино	Стайки	во всяком	случае	, почти ничего такого не знаю особенно.
618	192162	196221	2019_stajki_nnm1955_1		nnm1955	1955	f	техникум	Микшино	Стайки	По = понятно, да? Это рядом с вами, где вы живёте в нашем	доме	,
650	334856	339048	2019_stajki_nnm1955_1		nnm1955	1955	f	техникум	Микшино	Стайки	А мы же рядом, мы же в	районе	одном, одинаково.
667	406208	409075	2019_stajki_nnm1955_1		nnm1955	1955	f	техникум	Микшино	Стайки	в	обиходе	редко бывают. Вот и мы так.
699	548459	553633	2019_stajki_nnm1955_1		nnm1955	1955	f	техникум	Микшино	Стайки	и там меня в	зале	, там оно (ино), а она мне всё вяжет, люди, есть же вот такие люди, которые
706	576872	580017	2019_stajki_nnm1955_1		nnm1955	1955	f	техникум	Микшино	Стайки	у нас на	огороде	, вот мы поремся, там по хозяйству, всё,
731	674359	678115	2019_stajki_nnm1955_1		nnm1955	1955	f	техникум	Микшино	Стайки	Это ж было уже сколько лет? Это мне уже шестьдесят лет будет в	феврале	.
745	733075	736935	2019_stajki_nnm1955_1		nnm1955	1955	f	техникум	Микшино	Стайки	Вот такие дела. Как вы там (тама) в нашем	доме	? Номально? Ну ладненько.
789	899284	902639	2019_stajki_nnm1955_1		nnm1955	1955	f	техникум	Микшино	Стайки	тоже связала она мне тоже, у меня только вот это (	этое	) всё.
806	965988	969627	2019_stajki_nnm1955_1		nnm1955	1955	f	техникум	Микшино	Стайки	Вот на	уровне	кровати привязывали, кровати ж были большие железные,
1063	498865	505242	2019_zhanvil_pds1932_2_4		pds1932	1932	f	4 класса	Шипы	Жанвиль	На	столе	, этот (этый), с ко =, с кута отставила стол, мне три раза проводила по этому.
1100	710796	714837	2019_zhanvil_pds1932_2_4		pds1932	1932	f	4 класса	Шипы	Жанвиль	Дак это уже, знать, в	декабре	, наверно, я родила её.
1242	69657	73819	2019_Soino-pma1937_4_1		pma1937	1937	f	4 класса	Яновка	Соино	А я ему не сказала, что остальную, в	чугуне	это варилось, да,
1256	108247	110707	2019_Soino-pma1937_4_1		pma1937	1937	f	4 класса	Яновка	Соино	А в	доме	, ну хоть бы тебе (табе) литра воды.
1321	138470	140970	2018_stajki_kfb1929_2_19-40		kfb1929	1929	f	6 классов	Малые Хутора	Стайки	Ну, да. Подушки какие (	якие	),
1428	503102	504932	2018_stajki_kfb1929_2_19-40		kfb1929	1929	f	6 классов	Малые Хутора	Стайки	Какие (	якие	) хочешь, тюли купи.
1780	42223	44068	2018_stajki_vfp1931_2_25-47		vfp1931	1931	f	6 классов	Николаево	Стайки	Кто в таком, моем	возрасте	.
1813	166236	169746	2018_stajki_vfp1931_2_25-47		vfp1931	1931	f	6 классов	Николаево	Стайки	Этот (этый)	берете	, перед тобой, беремо перенесет дальше.
1848	296099	299349	2018_stajki_vfp1931_2_25-47		vfp1931	1931	f	6 классов	Николаево	Стайки	Хоть они и были в	магазине	, дык куплять не за что было.
1910	560658	564864	2018_stajki_vfp1931_2_25-47		vfp1931	1931	f	6 классов	Николаево	Стайки	Бывает и так, без ничего, ну он все время на	тракторе	работал.
1912	569599	572577	2018_stajki_vfp1931_2_25-47		vfp1931	1931	f	6 классов	Николаево	Стайки	На	тракторе	протрава, лен сеяли.
1981	891056	893549	2018_stajki_vfp1931_2_25-47		vfp1931	1931	f	6 классов	Николаево	Стайки	Каждый сам знает, ну в	колхозе	.
2294	479447	482050	2019_Soino-pma1937_4_2		pma1937	1937	f	4 класса	Яновка	Соино	И родители, и гости были в твоём	доме	.
2348	621573	623404	2019_Soino-pma1937_4_2		pma1937	1937	f	4 класса	Яновка	Соино	А потом в	конце	всех блюд,
2366	676977	678330	2019_Soino-pma1937_4_2		pma1937	1937	f	4 класса	Яновка	Соино	Ну в этом, примерно,	доме	.
2448	57552	60034	2018_Malye_Xutora_zvp1934_1_4		zvp1934	1934	f	4 класса	Николаево	Малые Хутора	Ну а кино идёт в	клубе	.
2451	66634	70088	2018_Malye_Xutora_zvp1934_1_4		zvp1934	1934	f	4 класса	Николаево	Малые Хутора	А где ты их возьмёшь, ну хоть под окно глядим кино то (	тое	).
2526	347425	351593	2018_Malye_Xutora_zvp1934_1_4		zvp1934	1934	f	4 класса	Николаево	Малые Хутора	Так что тоже [рупить] надо идти (итить) то (	тое	) сделать, то (тое) сделать.
2526	347425	351593	2018_Malye_Xutora_zvp1934_1_4		zvp1934	1934	f	4 класса	Николаево	Малые Хутора	Так что тоже [рупить] надо идти (итить) то (тое) сделать, то (	тое	) сделать.
2591	550115	554865	2018_Malye_Xutora_zvp1934_1_4		zvp1934	1934	f	4 класса	Николаево	Малые Хутора	Восемьсот восемдесят я в государственном	банке	расписалась.
2593	557948	560292	2018_Malye_Xutora_zvp1934_1_4		zvp1934	1934	f	4 класса	Николаево	Малые Хутора	Я в государственном	банке	расписалась.
2609	623470	625400	2018_Malye_Xutora_zvp1934_1_4		zvp1934	1934	f	4 класса	Николаево	Малые Хутора	Ну раньше какие (	якие	) ж...
2619	655657	658477	2018_Malye_Xutora_zvp1934_1_4		zvp1934	1934	f	4 класса	Николаево	Малые Хутора	Дак тоже в	загоне	ско = были эти (этыя) свиньи.
2625	672795	677063	2018_Malye_Xutora_zvp1934_1_4		zvp1934	1934	f	4 класса	Николаево	Малые Хутора	Летом, зимой дак в	сарае	ж всё, а летом.
2719	997371	998679	2018_Malye_Xutora_zvp1934_1_4		zvp1934	1934	f	4 класса	Николаево	Малые Хутора	В том в	рассоле	.
2725	1018015	1019475	2018_Malye_Xutora_zvp1934_1_4		zvp1934	1934	f	4 класса	Николаево	Малые Хутора	То (	тое	), то (тое) выскребет.
2725	1018015	1019475	2018_Malye_Xutora_zvp1934_1_4		zvp1934	1934	f	4 класса	Николаево	Малые Хутора	То (тое), то (	тое	) выскребет.
2837	228339	232307	2019_zhanvil_pds1932_2_3		pds1932	1932	f	4 класса	Шипы	Жанвиль	Я в ха =, в сенцы, а он (ён) на	пороге	, гром (грём) стукает, он: ай!
2941	827409	834078	2019_zhanvil_pds1932_2_3		pds1932	1932	f	4 класса	Шипы	Жанвиль	А ничто, а ничто лучше не делать. У нас град был. На Вшествие, поехали в	колхозе	.
2942	835372	840212	2019_zhanvil_pds1932_2_3		pds1932	1932	f	4 класса	Шипы	Жанвиль	Это ж, о, теперь же, как (як) дурные сеют, знать, в мае ти в	апреле	бульбу эту.
2951	882025	886077	2019_zhanvil_pds1932_2_3		pds1932	1932	f	4 класса	Шипы	Жанвиль	Тогда (тады) уже (ужо) каждый год не, не работали в	колхозе	.
2956	902540	908208	2019_zhanvil_pds1932_2_3		pds1932	1932	f	4 класса	Шипы	Жанвиль	Ну поехали перв =, ну, может, сеяли уже кто, на	огороде	, раньше ж огородов дуже не было.
2961	937495	939291	2019_zhanvil_pds1932_2_3		pds1932	1932	f	4 класса	Шипы	Жанвиль	Не работали в	колхозе	тогда (тады).
3023	45050	48970	2018_stajki_nib1935_1_0-16		nib1935	1935	m	n/d	Стайки	Стайки	А немцы, отдыхали тут, видать, как на	отдыхе	были.
3136	416596	419135	2018_stajki_nib1935_1_0-16		nib1935	1935	m	n/d	Стайки	Стайки	Где (иде) б я договорился, в другом	языке	(языку).
3225	660052	661786	2018_stajki_nib1935_1_0-16		nib1935	1935	m	n/d	Стайки	Стайки	Приходят, какие - то (	якие	- то) новости,
3263	762914	766252	2018_stajki_nib1935_1_0-16		nib1935	1935	m	n/d	Стайки	Стайки	Батька на	фронте	погиб, ну, соседи, попросишь кого.
3264	766465	767881	2018_stajki_nib1935_1_0-16		nib1935	1935	m	n/d	Стайки	Стайки	На	базаре	покупали.
3306	886890	888800	2018_stajki_nib1935_1_0-16		nib1935	1935	m	n/d	Стайки	Стайки	Не, какие (	якие	) деньги были?
3423	274446	278446	2018_stajki_vfp1931_1_0-25		vfp1931	1931	f	6 классов	Николаево	Стайки	И наши пришли, в ровках где сидели, кто где в	сарае	, кто где.
3478	440948	442890	2018_stajki_vfp1931_1_0-25		vfp1931	1931	f	6 классов	Николаево	Стайки	Ни скоту не было в	колхозе	.
3542	660692	663173	2018_stajki_vfp1931_1_0-25		vfp1931	1931	f	6 классов	Николаево	Стайки	Ну, в	колхозе	начали сеять чи зерно.
3645	983944	987334	2018_stajki_vfp1931_1_0-25		vfp1931	1931	f	6 классов	Николаево	Стайки	В	госпитале	же помер, значит, есть, был захоронен (захоронет).
3680	1103494	1105124	2018_stajki_vfp1931_1_0-25		vfp1931	1931	f	6 классов	Николаево	Стайки	Где работал? В	колхозе	.
3689	1131066	1132501	2018_stajki_vfp1931_1_0-25		vfp1931	1931	f	6 классов	Николаево	Стайки	В	колхозе	дадут и всё.
3781	1420215	1422325	2018_stajki_vfp1931_1_0-25		vfp1931	1931	f	6 классов	Николаево	Стайки	Смотря, какие (	якие	) были.
3805	1500118	1503418	2018_stajki_vfp1931_1_0-25		vfp1931	1931	f	6 классов	Николаево	Стайки	На производстве, на	заводе	, на заводе на каком (яком) работали.
3805	1500118	1503418	2018_stajki_vfp1931_1_0-25		vfp1931	1931	f	6 классов	Николаево	Стайки	На производстве, на заводе, на	заводе	на каком (яком) работали.
3837	162270	167590	2019_zarechje_via1941_1_1_0-17		via1941	1941	f	n/d	Николаево	Заречье	в	ресторане	там, что они делают, как (як) они их играют, те (тэя) свадьбы.
3868	299175	303105	2019_zarechje_via1941_1_1_0-17		via1941	1941	f	n/d	Николаево	Заречье	И грибы там, и ягоды на этом, на	каравае	были.
3906	499164	503421	2019_zarechje_via1941_1_1_0-17		via1941	1941	f	n/d	Николаево	Заречье	Ну,	встре	= ну, встречали, тоже радостно было.
3937	641265	645225	2019_zarechje_via1941_1_1_0-17		via1941	1941	f	n/d	Николаево	Заречье	Когда хочешь, заблудишь там во рву, в	бурьяне	в этом.
3947	693110	699490	2019_zarechje_via1941_1_1_0-17		via1941	1941	f	n/d	Николаево	Заречье	В	доме	настилали. На улице, э - э, это, деревья ломали, май звали.
3997	993400	996410	2019_zarechje_via1941_1_1_0-17		via1941	1941	f	n/d	Николаево	Заречье	Мне было два месяца всего, в	апреле	
3998	996690	1000520	2019_zarechje_via1941_1_1_0-17		via1941	1941	f	n/d	Николаево	Заречье	родилась, а в	июне	, двадцать второго июня,
4037	81386	83665	2018_Malye_Xutora_zvp1934_1_6		zvp1934	1934	f	4 класса	Николаево	Малые Хутора	У тебе крест (хрёст) во	лбе	, детёнок смёрз.
4055	134858	137341	2018_Malye_Xutora_zvp1934_1_6		zvp1934	1934	f	4 класса	Николаево	Малые Хутора	Он (ён) и работал, и в	колхозе	работал.
4082	218713	220713	2018_Malye_Xutora_zvp1934_1_6		zvp1934	1934	f	4 класса	Николаево	Малые Хутора	Ти скоро оно то (	тое	) сварится молозиво.
4124	354575	358273	2018_Malye_Xutora_zvp1934_1_6		zvp1934	1934	f	4 класса	Николаево	Малые Хутора	Всё ходили лён пололи, в	колхозе	, картошку пололи.
4132	374977	379302	2018_Malye_Xutora_zvp1934_1_6		zvp1934	1934	f	4 класса	Николаево	Малые Хутора	В	колхозе	. Их же, коням надо было сено давать. И коровы были в колхозе.
4132	374977	379302	2018_Malye_Xutora_zvp1934_1_6		zvp1934	1934	f	4 класса	Николаево	Малые Хутора	В колхозе. Их же, коням надо было сено давать. И коровы были в	колхозе	.
4158	439467	442812	2018_Malye_Xutora_zvp1934_1_6		zvp1934	1934	f	4 класса	Николаево	Малые Хутора	Ну и картошки, много ж тоже дуже где - то её наберёте (	набересте	).
4159	443064	448401	2018_Malye_Xutora_zvp1934_1_6		zvp1934	1934	f	4 класса	Николаево	Малые Хутора	Ну тогда (тады) уже стал колхоз, дак в	колхозе	троху давать стали, колхо = на колхозные трудодни.
4211	618666	620546	2018_Malye_Xutora_zvp1934_1_6		zvp1934	1934	f	4 класса	Николаево	Малые Хутора	Свиньям отдавали то (	тое	) молоко.
4268	792990	796550	2018_Malye_Xutora_zvp1934_1_6		zvp1934	1934	f	4 класса	Николаево	Малые Хутора	Ну я не знаю, ну вот всё знаешь, этот (этый) пел какие (	якие	).
4272	802810	807800	2018_Malye_Xutora_zvp1934_1_6		zvp1934	1934	f	4 класса	Николаево	Малые Хутора	Ты на суше, я на море, мы не	встре	= Мне эта понравилась песня, я эту взяла, думаю...
4356	1040075	1043295	2018_Malye_Xutora_zvp1934_1_6		zvp1934	1934	f	4 класса	Николаево	Малые Хутора	Ну это были такие колдуны, какие - то (	якие	- то). Говорили.
4409	1198512	1200909	2018_Malye_Xutora_zvp1934_1_6		zvp1934	1934	f	4 класса	Николаево	Малые Хутора	Ну а на, на один то (	тое	) так и вижу.
4769	340592	346055	2018_Malye_Xutora_zvp1934_1_7		zvp1934	1934	f	4 класса	Николаево	Малые Хутора	Сваты какие (	якие	) приезжают. Там не один же конь, а много коней. Только этот (етый), который невеста,
4799	437930	440025	2018_Malye_Xutora_zvp1934_1_7		zvp1934	1934	f	4 класса	Николаево	Малые Хутора	Значит, в	колхозе	если работал,
4811	473506	477565	2018_Malye_Xutora_zvp1934_1_7		zvp1934	1934	f	4 класса	Николаево	Малые Хутора	Подушки две надо, ну, там одеяла какие (	якие	), простыни какие (якие).
4811	473506	477565	2018_Malye_Xutora_zvp1934_1_7		zvp1934	1934	f	4 класса	Николаево	Малые Хутора	Подушки две надо, ну, там одеяла какие (якие), простыни какие (	якие	).
4852	624422	627257	2018_Malye_Xutora_zvp1934_1_7		zvp1934	1934	f	4 класса	Николаево	Малые Хутора	кто, может, вяжет какие - то (	якие	- то), то носки, то,
5014	1093453	1097416	2018_Malye_Xutora_zvp1934_1_7		zvp1934	1934	f	4 класса	Николаево	Малые Хутора	Ай - ай, бы = был тут [нрзб] который уже (ужо) сеет какие (	якие	),
5124	235016	238092	2018_stajki_nib1935_4_48-59		nib1935	1935	m	n/d	Стайки	Стайки	В сорок седьмом, первая в	районе	,
5274	159392	165022	2019_zarechje_via1941_1_2_18-20_24_34_36_44		via1941	1941	f	n/d	Николаево	Заречье	Такая чёлочка, и на	бигуде	крутили кучери, были закручены.
5281	200396	204846	2019_zarechje_via1941_1_2_18-20_24_34_36_44		via1941	1941	f	n/d	Николаево	Заречье	И укусила в лесу змея, а он, зять был в	рейсе	.
5290	231016	235216	2019_zarechje_via1941_1_2_18-20_24_34_36_44		via1941	1941	f	n/d	Николаево	Заречье	В то (	тое	) время триста рублей, дуже много это денег было.
5306	285713	288674	2019_zarechje_via1941_1_2_18-20_24_34_36_44		via1941	1941	f	n/d	Николаево	Заречье	И документы, какие (	якие	) были в кармане, и ключи,
5306	285713	288674	2019_zarechje_via1941_1_2_18-20_24_34_36_44		via1941	1941	f	n/d	Николаево	Заречье	И документы, какие (якие) были в	кармане	, и ключи,
5357	455332	458445	2019_zarechje_via1941_1_2_18-20_24_34_36_44		via1941	1941	f	n/d	Николаево	Заречье	Всё, и где тот (тэй) опухоль делся, и где то (	тое	),
5477	963464	966477	2019_zarechje_via1941_1_2_18-20_24_34_36_44		via1941	1941	f	n/d	Николаево	Заречье	в	чугуне	в печи закипятят эту,
5539	1232845	1235397	2019_zarechje_via1941_1_2_18-20_24_34_36_44		via1941	1941	f	n/d	Николаево	Заречье	только повзошли (повзойшли) на	огороде	всё.
5817	586639	588519	2019_Malye_Xutora_zvp1934_2		zvp1934	1934	f	4 класса	Николаево	Малые Хутора	В мае и в	декабре	.
5818	588799	592472	2019_Malye_Xutora_zvp1934_2		zvp1934	1934	f	4 класса	Николаево	Малые Хутора	Это в	декабре	семнадцатого Варвары,
5827	617782	619752	2019_Malye_Xutora_zvp1934_2		zvp1934	1934	f	4 класса	Николаево	Малые Хутора	Это в	декабре	все праздники.
5898	924234	927164	2019_Malye_Xutora_zvp1934_2		zvp1934	1934	f	4 класса	Николаево	Малые Хутора	В миску и поставит там (тама) их на	столе	стоит.
5962	1143400	1148480	2019_Malye_Xutora_zvp1934_2		zvp1934	1934	f	4 класса	Николаево	Малые Хутора	В оборах понесу, т да и самотканое это (	этое	) там такая,
6001	67398	70743	2018_stajki_vfp1931_3_47-66		vfp1931	1931	f	6 классов	Николаево	Стайки	Ну, нет, что - то не было такого в	законе	.
6018	141325	142475	2018_stajki_vfp1931_3_47-66		vfp1931	1931	f	6 классов	Николаево	Стайки	А в	огороде	, нет.
6082	424312	429040	2018_stajki_vfp1931_3_47-66		vfp1931	1931	f	6 классов	Николаево	Стайки	Она чуть если уж увидит, что заблудивши, разворачиваешься назад, приедешь на то (	тое	) место.
6132	664936	667770	2018_stajki_vfp1931_3_47-66		vfp1931	1931	f	6 классов	Николаево	Стайки	ужики во	дворе	, во дворе, на лугу где.
6132	664936	667770	2018_stajki_vfp1931_3_47-66		vfp1931	1931	f	6 классов	Николаево	Стайки	ужики во дворе, во	дворе	, на лугу где.
6143	721755	723275	2018_stajki_vfp1931_3_47-66		vfp1931	1931	f	6 классов	Николаево	Стайки	Что она не в	порядке	.
6208	1053843	1058048	2018_stajki_vfp1931_3_47-66		vfp1931	1931	f	6 классов	Николаево	Стайки	Где - то у которых деревнях делали на базар возили. И на	базаре	покупали.
6229	39760	43005	2019_zarechje_zie1942_1_2		zie1942	1942	f	n/d	Заречье	Заречье	Ну, я = ну, какие (	якие	) специальные? Яйца красили,
6388	816073	818793	2019_zarechje_zie1942_1_2		zie1942	1942	f	n/d	Заречье	Заречье	какие (	якие	) на ум кому взбредут.
6399	856034	860184	2019_zarechje_zie1942_1_2		zie1942	1942	f	n/d	Заречье	Заречье	и это она (ина) училась в Растегаевке (?), наверное, ти в седьмом	классе	.
6401	862349	866019	2019_zarechje_zie1942_1_2		zie1942	1942	f	n/d	Заречье	Заречье	Дочка моя. Ну, они (ины) собрались	ввечере	,
6451	167499	172805	2019_zhanvil_pds1932_3_1		pds1932	1932	f	4 класса	Шипы	Жанвиль	А уже (ужо) в субботу это ж пекут пироги	ввечере	.
6507	367988	369507	2019_zhanvil_pds1932_3_1		pds1932	1932	f	4 класса	Шипы	Жанвиль	Не, я не знаю какие (	якие	) то.
6546	524862	528729	2019_zhanvil_pds1932_3_1		pds1932	1932	f	4 класса	Шипы	Жанвиль	Ну. Такие закрученные какие (	якие	), изюмчику.
6599	702883	705546	2019_zhanvil_pds1932_3_1		pds1932	1932	f	4 класса	Шипы	Жанвиль	чтобы от руки	отме	= отходило.
6667	911534	914639	2019_zhanvil_pds1932_3_1		pds1932	1932	f	4 класса	Шипы	Жанвиль	Две дырки (дирки), две дырки (дирки) вместе - обе (обеи) в	тесте	.
6675	949028	952083	2019_zhanvil_pds1932_3_1		pds1932	1932	f	4 класса	Шипы	Жанвиль	Две дырки вместе - обе (обеи) в	тесте	.
6763	1251069	1252934	2019_zhanvil_pds1932_3_1		pds1932	1932	f	4 класса	Шипы	Жанвиль	О, у меня они во	дворе	у нас.
6800	93054	96203	2019_zhanvil_kkd1952_1_4		kkd1952	1952	f	техникум	Гута	Жанвиль	Это я не помню, не знаю такое, не в	курсе	дела.
6834	263582	269210	2019_zhanvil_kkd1952_1_4		kkd1952	1952	f	техникум	Гута	Жанвиль	Коляда, коли звала, помню. Коляда, Коляда, приди, ходи кутью есть, что - то в	доме	там. Ну, это такое, не помню.
6860	382935	386535	2019_zhanvil_kkd1952_1_4		kkd1952	1952	f	техникум	Гута	Жанвиль	Ну, зе = в	доме	зерном посыпать. Ну, с порога прям на пол.
6875	467110	473590	2019_zhanvil_kkd1952_1_4		kkd1952	1952	f	техникум	Гута	Жанвиль	бра = говорить, как делать. В	сарае	надо обрызгивать, где (де) куры, где (де) скот, где (де) двор, всё надо.
6876	474285	479275	2019_zhanvil_kkd1952_1_4		kkd1952	1952	f	техникум	Гута	Жанвиль	Обрызгивать. Свечечку, чтоб в	доме	погорела, на Крещение обязательно.
6877	480503	486317	2019_zhanvil_kkd1952_1_4		kkd1952	1952	f	техникум	Гута	Жанвиль	Целая свечечка, чтобы в	доме	сгорела. Это обязательно надо, обязательно, чтоб в доме свечка горела.
6877	480503	486317	2019_zhanvil_kkd1952_1_4		kkd1952	1952	f	техникум	Гута	Жанвиль	Целая свечечка, чтобы в доме сгорела. Это обязательно надо, обязательно, чтоб в	доме	свечка горела.
6879	490945	495285	2019_zhanvil_kkd1952_1_4		kkd1952	1952	f	техникум	Гута	Жанвиль	И догорела. Потом домой придешь, подпалишь, чтоб она полностью в	доме	догорела.
6882	501934	503929	2019_zhanvil_kkd1952_1_4		kkd1952	1952	f	техникум	Гута	Жанвиль	А водой посящаешь (посвицаеш) в	сарае	там.
6884	511900	518640	2019_zhanvil_kkd1952_1_4		kkd1952	1952	f	техникум	Гута	Жанвиль	И по двору по всём, чтоб на	дворе	[во всём]. В доме, каждую комнату, где спишь, где зал, где кухня, чтоб всё.
6884	511900	518640	2019_zhanvil_kkd1952_1_4		kkd1952	1952	f	техникум	Гута	Жанвиль	И по двору по всём, чтоб на дворе [во всём]. В	доме	, каждую комнату, где спишь, где зал, где кухня, чтоб всё.
6885	519975	524305	2019_zhanvil_kkd1952_1_4		kkd1952	1952	f	техникум	Гута	Жанвиль	Помещение. В	сарае	, везде, так он сказал. Баню надо, всё. Та =
6928	755075	759045	2019_zhanvil_kkd1952_1_4		kkd1952	1952	f	техникум	Гута	Жанвиль	Она (ина) говорит: бабочки любые, сегодня у меня во	дворе	ЧП что.
6941	820195	826485	2019_zhanvil_kkd1952_1_4		kkd1952	1952	f	техникум	Гута	Жанвиль	Было дело, что мальцы взяли да у одного, на	колхозе	хороший конь был такой, смирный.
6944	841690	846730	2019_zhanvil_kkd1952_1_4		kkd1952	1952	f	техникум	Гута	Жанвиль	а ты коня, дед, привел на ферме, а чего конь в	сарае	сидит?
7008	1167260	1171250	2019_zhanvil_kkd1952_1_4		kkd1952	1952	f	техникум	Гута	Жанвиль	Мне сказали, можно в	сарае	вот куда - то (куды - то) в уголочек торнуть, где с = корова стоит.
7011	1182975	1186525	2019_zhanvil_kkd1952_1_4		kkd1952	1952	f	техникум	Гута	Жанвиль	В огород, не, не. Только в постройки, или в сарай, или в	доме	.
7014	1193580	1196890	2019_zhanvil_kkd1952_1_4		kkd1952	1952	f	техникум	Гута	Жанвиль	Где ж покре = там водой посвятишь в	сарае	всё, и
7015	1197240	1200400	2019_zhanvil_kkd1952_1_4		kkd1952	1952	f	техникум	Гута	Жанвиль	на, где вот пост = дом, на	дворе	, так вот сарае,
7015	1197240	1200400	2019_zhanvil_kkd1952_1_4		kkd1952	1952	f	техникум	Гута	Жанвиль	на, где вот пост = дом, на дворе, так вот	сарае	,
7073	292340	298518	2019_zhanvil_pds1932_4_3		pds1932	1932	f	4 класса	Шипы	Жанвиль	Ну это они говорят, что кто - то под = подкладет под угол ти копейки какие (	якие	), ти что. Уже (ужо).
7114	615251	620965	2019_zhanvil_pds1932_4_3		pds1932	1932	f	4 класса	Шипы	Жанвиль	Не в лесе, мы ж не в лесу жили, мы ж жили на	взгорке	(взгорку) такое, ну.
7153	841377	843548	2019_zhanvil_pds1932_4_3		pds1932	1932	f	4 класса	Шипы	Жанвиль	Ну, сало чтоб лежало в	кубле	.
7156	850957	856171	2019_zhanvil_pds1932_4_3		pds1932	1932	f	4 класса	Шипы	Жанвиль	И засыпают вот, кладут, забьют поросёнка, сало то (	тое	)
7158	862907	870368	2019_zhanvil_pds1932_4_3		pds1932	1932	f	4 класса	Шипы	Жанвиль	но только на	дне	делают дырочки, тут внизу, чтоб соль стекала туда (туды).
7201	97287	102885	2019_zhanvil_rgs1937_2		rgs1937	1937	f	n/d	Рудня	Жанвиль	И в	конце	года только сколько нам там, по пять, по десять копеек дадут, а денег у нас же не было.
7263	373982	378274	2019_zhanvil_rgs1937_2		rgs1937	1937	f	n/d	Рудня	Жанвиль	А она (ина) говорит: а мы, говорит, замерзаем, а у них там холодно на	севере	.
7275	435390	441306	2019_zhanvil_rgs1937_2		rgs1937	1937	f	n/d	Рудня	Жанвиль	А тогда (тады) трошку,	посте	= постепенно, постепенно стало уже трошку и легче (легчей).
7416	81165	82792	2019_stajki_tXe1969_1		tXe1969	1969	f	n/d	Мазыки	Стайки	Которая в	магазине	работает?
7455	285611	293775	2019_stajki_tXe1969_1		tXe1969	1969	f	n/d	Мазыки	Стайки	Тенишева такая была одна, детей бесплатно учила, школы открывала в свое... в общем в	интернете	посмотрите, кто такая Тенишева.
7469	380914	383744	2019_stajki_tXe1969_1		tXe1969	1969	f	n/d	Мазыки	Стайки	больше всего в	районе	детей в нашей деревне.
7474	401948	407095	2019_stajki_tXe1969_1		tXe1969	1969	f	n/d	Мазыки	Стайки	Это вот в первом	доме	тут (тута) она живет, синяя крыша, металлическая.
7475	407926	409264	2019_stajki_tXe1969_1		tXe1969	1969	f	n/d	Мазыки	Стайки	Как при	въезде	сюда.
7480	429183	431470	2019_stajki_tXe1969_1		tXe1969	1969	f	n/d	Мазыки	Стайки	Ну в	поселке	там, в Хиславичах, там конечно
7506	542829	546682	2019_stajki_tXe1969_1		tXe1969	1969	f	n/d	Мазыки	Стайки	Жирный, конечно, домашний, вы, наверное, такой уже в	городе	точно не ели никогда.
7509	556352	561404	2019_stajki_tXe1969_1		tXe1969	1969	f	n/d	Мазыки	Стайки	простокваша, её оттапливаешь на газу, на маленьком	огонечке	, получается сыворотка и творог.
7525	620238	621947	2019_stajki_tXe1969_1		tXe1969	1969	f	n/d	Мазыки	Стайки	И всё равно покупаем в	магазине	.
7565	794105	796642	2019_stajki_tXe1969_1		tXe1969	1969	f	n/d	Мазыки	Стайки	перестройка побыла, то многие, у нас тоже в	районе	
7570	821858	825954	2019_stajki_tXe1969_1		tXe1969	1969	f	n/d	Мазыки	Стайки	Нет, с другой деревни, ну в этом, да,	колхозе	, тоже с другой деревни, тут рядом, Заречье.
7659	1302212	1307313	2019_stajki_tXe1969_1		tXe1969	1969	f	n/d	Мазыки	Стайки	Как вы там расположились спать в том	доме	, вам хватает? Кровати там есть?
7691	1480202	1482941	2019_stajki_tXe1969_1		tXe1969	1969	f	n/d	Мазыки	Стайки	Не, а вы у кого живете вообще - то? И в каком	доме	?
7747	1824594	1826431	2019_stajki_tXe1969_1		tXe1969	1969	f	n/d	Мазыки	Стайки	А в коридо =, в	коридоре	, наверное.
7750	1841295	1843908	2019_stajki_tXe1969_1		tXe1969	1969	f	n/d	Мазыки	Стайки	Ну да, я знаю, что в	доме	, что там одна только, да.
7953	312005	313135	2019_Soino-pma1937_2		pma1937	1937	f	4 класса	Яновка	Соино	Это в	январе	.
